"142","Apuk","Líder","\N","Autoridad","\N","Kamachiq","positive"
"143","Apukkuna","Autoridades","\N","\N","\N","Kamachiqkuna","positive"
"144","Apukkuna tantatripacha","Período de Integración","\N","\N","\N","Periodo de Integración nisqa","neutral"
"145","Apuktukushka","Emperador","\N","\N","\N","Emperador","positive"
"146","Apunchik","Dios","\N","\N","\N","Taytacha","positive"
"147","Apunchikamay","Religión","\N","\N","\N","Religion","positive"
"148","Apunchikwasi","Iglesia","\N","\N","\N","Iglesia","neutral"
"149","Apuskachak","soberbio","\N","\N","\N","sumaqllaña","negative"
"150","Apyayala","Continente americano","\N","\N","\N","Hukllachasqa Amirika Suyukuna mama llaqta","positive"
"151","Apyayalapi chawchuri rikurimanta","Racismo en América","\N","\N","\N","racismo nisqa américa suyupi","negative"
"152","apyu","caballo","\N","\N","\N","caballo","neutral"
"153","Arawik","Poeta","\N","\N","\N","Harawiq","positive"
"154","Thiyu / illul","Arena","\N","\N","\N","Aqu","neutral"
"155","Arina","Estrenar","\N","\N","\N","musuqllaraq","neutral"
"156","Arinichina","Convencer","\N","\N","\N","Uynichiy","positive"
"157","Arinina","Acceder","\N","consentir","\N","Yaykunapaq","positive"
"158","arininakuy","acuerdo","\N","tratado","\N","rimanakuy","neutral"
"159","Armana","Bañar","\N","\N","\N","Aywikuna","positive"
"160","Ashanka","Canasto","\N","\N","\N","Canasta","neutral"
"161","Ashankayrumpa","Básquet","\N","\N","\N","Basquetbol nisqa","neutral"
"162","Ashnana","Oler","\N","\N","\N","Muskiy","neutral"
"163","Ashtarina","Mobilizarse","\N","transportarse","moverse","movilizar","positive"
"164","Asichik","hazme reír","\N","\N","\N","Asichiway","negative"
"165","Asichisiki","Chistoso","\N","\N","\N","Kusi","positive"
"166","Asina","Reír","\N","\N","\N","Asiy","positive"
"167","Asinayay","chistoso","\N","que causa risa","\N","kusi","positive"
"168","Asipayak","Burlón","\N","\N","\N","Asikuy","negative"
"169","Aspi","Guión","\N","\N","\N","Qillqa","neutral"
"170","Aspina","rascar","\N","subrayar","\N","achpisqa","neutral"
"171","Atallpa","Gallina","\N","\N","\N","Chiwchi","negative"
"172","Atam","Parásito","\N","\N","\N","Parásito","negative"
"173","Ataw","Jóvenes","\N","\N","\N","Wayna sipaskuna","neutral"
"174","Atawchay","Fortuna","\N","\N","\N","Killpu","positive"
"175","Atawchayuk","Afortunado","\N","\N","\N","Samiyuq","positive"
"176","Atina","Vencer","\N","\N","\N","Atipay","positive"
"177","Atipay","Conquista","\N","\N","\N","Conquista","positive"
"178","Atiy","Poder","\N","\N","\N","Atiy","positive"
"179","Atsiyana","Estornudar","\N","\N","\N","Estornudo","neutral"
"180","Atuk","Lobo","\N","\N","\N","Lobo","neutral"
"181","Atukamay","Industria","\N","\N","\N","Industria","negative"
"182","Atukay","Industria","\N","\N","\N","Industria","negative"
"183","Atukayashka pukuy","Producción industrial","\N","\N","\N","Producción industrial nisqa","positive"
"184","Atyak","Babosa","\N","\N","\N","Slug","neutral"
"185","Awaki","Lunes","\N","\N","\N","Lunes","neutral"
"186","AWAKI puncha","Lunes","\N","\N","\N","Lunes","neutral"
"187","Awana","Tejer","\N","\N","\N","Away","neutral"
"188","Awayllamkay","Obraje","\N","\N","\N","Ruway","positive"
"189","Awika","Variedad","\N","\N","\N","Tukuy rikchaq","positive"
"190","Awka","Militar","\N","soldado","\N","Militar","neutral"
"191","Awkakancha","Ejército","\N","\N","\N","Maqana","neutral"
"192","Awkarik puncha","Martes","\N","\N","\N","Martes","neutral"
"193","Awkaruna","pagano","\N","\N","\N","pagano","negative"
"194","Awkawasi","Cuartel","\N","\N","\N","Cuartel","positive"
"195","Awki","Principe- noble","\N","\N","\N","Principe- noble","positive"
"196","Aya Uma","Personaje mitologico que lidera el inti raymi","\N","materializacion de las energias de la Pacha Mama","\N","Personaje mitológico que dirigi el inti raymi","neutral"
"197","aycha","carne","\N","\N","\N","aycha","neutral"
"198","ukku","Carne","\N","cuerpo","\N","Aycha","neutral"
"199","Ayllu","Familia","\N","\N","\N","Ayllu","positive"
"200","Ayllu chariy","Poseer familia","\N","\N","\N","kikin ayllu","positive"
"201","Ayllu shuti","Apellidos Antroponimio","\N","\N","\N","Apellidos Antroponimia","neutral"
"202","Ayllullanikipushak","Monarquía","\N","\N","\N","Monarquía nisqa","negative"
"203","Ayllumallki","Arbol genealógico","\N","\N","\N","Ayllu sacha","positive"
"204","Ayllunikiyashka","Grados de afinidad","\N","\N","\N","grados de afinidad nisqa","neutral"
"205","Aymuray","Mayo","\N","\N","\N","Mayo killa","neutral"
"206","AYMURAY killa","Mayo","\N","\N","\N","Mayo killa","neutral"
"207","aynikuy","Participación","\N","\N","\N","Takarpu","positive"
"208","Aynina","Convivir","\N","\N","\N","Kuska kawsay","positive"
"209","Ayninakuy","Participativa","\N","\N","\N","participativo nisqa","positive"
"210","Ayriwa","Abril","\N","\N","\N","Abril killa","neutral"
"211","AYRIWA killa","Abril","\N","\N","\N","Abril killa","neutral"
"212","Aysana","Halar","\N","cosechar","\N","Chutay","positive"
"213","aysana","Arrastrar","\N","\N","\N","Chutay","negative"
"214","Ayñi","arma","\N","\N","\N","arma","negative"
"215","Añaki","Bacteria","\N","\N","\N","Bacteria nisqa","negative"
"216","Añanku","Hormiga","\N","\N","\N","Ant","neutral"
"217","Añas","Zorro","\N","\N","\N","Atuq","neutral"
"218","Añaw","Virus","\N","\N","\N","Virus nisqa","negative"
"219","Chachina","Masticar","\N","\N","\N","Kamuy","neutral"
"220","Chakana","Cruzar","\N","\N","\N","Chinpay","neutral"
"221","Chakariy","Cruzamiento","\N","\N","\N","Chimpay","neutral"
"222","Mushukyay","Cruzamiento","\N","\N","\N","Chimpay","neutral"
"223","Chakata tullu","Clavícula","\N","\N","\N","Clavícula","neutral"
"224","Chakcha","Alabanza","\N","\N","\N","Napaykuy","positive"
"225","Chaki","Pie","\N","\N","\N","Chaki","neutral"
"226","Chaki ruka","Dedo del pie","\N","\N","\N","Chaki dedo","neutral"
"227","Chaki sillu","Uña del dedo del pie","\N","\N","\N","Chaki uña","neutral"
"228","Chaki uku","Planta del pie","\N","\N","\N","chaki suela","neutral"
"229","Chaki washa","Talon","\N","\N","\N","Talón","neutral"
"230","Chakichina","Secar","\N","\N","\N","Ch’akichiy","neutral"
"231","Chakina","secar","\N","\N","\N","ch’akichiy","neutral"
"232","Chakishka","seco","\N","\N","\N","chaki","negative"
"233","Chakishkapacha","Sequía","\N","\N","\N","Chaki pacha","negative"
"234","Chakllamanyachi","Paralelogramo","\N","\N","\N","Paralelogramo","neutral"
"235","Chaklli","Quìmico","\N","\N","\N","Qumiku","neutral"
"236","Chakllisinchi","Química","\N","\N","\N","Quimico","neutral"
"237","Chakra","Sementera","\N","\N","\N","tarpuy","neutral"
"238","Chakrakamay","Agricultura","\N","agrícola","\N","Allpa llamkay","positive"
"239","Allpa llankay","Agricultura","\N","\N","\N","Allpa llamkay","positive"
"240","Chakrakamay","Agricultura","\N","\N","\N","Allpa llamkay","positive"
"241","Chakrana","Cultivar","\N","\N","\N","Tarpuy","positive"
"242","Chakrawiwakamay","Agropecuaria","\N","\N","\N","Chakra llamk’ay","neutral"
"243","Chakru","Mixto","\N","combinado","\N","Chaqrusqa","neutral"
"244","Chakruy","Composición","\N","\N","\N","Allichay","neutral"
"245","Challay","Rito","\N","\N","\N","Rito","neutral"
"246","Wilkay","Rito","\N","\N","\N","Rito","neutral"
"247","hawkay","Rito","\N","\N","\N","Rito","neutral"
"248","Challwa","Pez","\N","\N","\N","Challlwa","neutral"
"249","Challwa kapina","pescar","\N","\N","\N","challwakuy","neutral"
"250","Challwakamay","Pesca","\N","pesquera","ictiología","Challwakuy","neutral"
"251","Chani","Valor","\N","\N","\N","Chaniyuq","neutral"
"252","kuska","Lugar turístico","\N","\N","\N","Punto turístico","positive"
"253","Chanichina","Valorar","\N","\N","\N","Munay","neutral"
"254","Chanikuna","Datos","\N","\N","\N","Willakuy","neutral"
"255","Chanina","Valorar","\N","\N","\N","Munay","neutral"
"256","Chaniyay","Valencia","\N","\N","\N","Valencia llaqtapi","neutral"
"257","CHANIYUK","Caro","\N","de valor en dinero","\N","Llunpay","negative"
"258","Chanka","Pierna","\N","\N","\N","Chanka","neutral"
"259","Chantasu","Llama","\N","\N","\N","Qayay","neutral"
"260","Chapak","Policía","\N","\N","\N","Policia","neutral"
"261","Chapak kamaypaktachi","Intendencia de policía","\N","\N","\N","policía nisqa departamento","neutral"
"262","Chapak kamaypaktachi puhak","Comando provincia de policía","\N","\N","\N","Comando de Policía Provincial nisqa","neutral"
"263","Chapana","Vigilar","\N","\N","\N","Qhawariy","positive"
"264","Chapuna","mezclar","\N","\N","\N","chaqruy","neutral"
"265","Chapuri","Composición","\N","\N","\N","Allichay","neutral"
"266","Chapuriy","Combinación","\N","\N","\N","Taqruy","neutral"
"267","Charik","Rico","\N","\N","\N","Qullqisapa","positive"
"268","Charikyana","Enriquecer","\N","ganar dinero","acumularse","qhapaqyachiy","positive"
"269","Charina","Tener","\N","\N","\N","Tener","positive"
"270","Charinayay","Tesoro","\N","\N","\N","Pakasqa","positive"
"271","Charirashka rumpa","Balón Sostenido","\N","\N","\N","Sostenido Pelota","neutral"
"272","Charirashka yasiy","Balón Sostenido","\N","\N","\N","Sostenido Pelota","neutral"
"273","Charishkata killkakamachiy","Registro de la propiedad","\N","\N","\N","Kapuqkunamanta qillqachiy","neutral"
"274","Chashnalla","Solamente asi o de esa manera.","\N","\N","\N","Kayhinata chayhinalla.","neutral"
"275","CHASKA puncha","Viernes","\N","\N","\N","Viernes","neutral"
"276","Chaska rikuchik","Telescopio","\N","\N","\N","Telescopio nisqa","neutral"
"277","Chaskakancha","Constelación","\N","\N","\N","Quyllurkuna","neutral"
"278","Chaskancha","Constelación","\N","\N","\N","Quyllurkuna","neutral"
"279","CHASKI SHUYULLI","Sello postal","\N","Timbre postal","\N","sello postal nisqa","neutral"
"280","Chaskichik","Recibo","\N","\N","\N","Chaskiy","neutral"
"281","Chaskik","Relevo","\N","\N","\N","Hawkayay","neutral"
"282","CHASKILLI","Buzón de correo","\N","casillero de correo","\N","Caja de correo","neutral"
"283","Chaskina","Recibir","\N","\N","\N","Chaskiy","neutral"
"284","Chaskinancha","Codominio","\N","\N","\N","codominio nisqa","neutral"
"285","Chawa","Crudo","\N","\N","\N","Kinranpa","negative"
"286","Chawar","Cabuya","\N","Penco","\N","Cabuya","neutral"
"287","Chawcha","Delicado","\N","fecundo","rápido de madurar","Unpu","positive"
"288","Chawchuy","Origen","\N","\N","\N","Qallariy","neutral"
"289","Chawpi","Medio","\N","mitad","\N","Chawpi","neutral"
"290","Chawpi kawsaypacha makanakuy","Guerra medieval","\N","\N","\N","Chawpi pacha awqanakuy","neutral"
"291","Chawpi pukcha","Medio quintal","\N","\N","\N","kuskan quintal","neutral"
"292","Chawpi puncha","Medio día","\N","\N","\N","Chawpi punchaw","neutral"
"293","Chawpi tuta","Media noche","\N","\N","\N","Chawpi tuta","neutral"
"294","Chawpi wata","Medio año","\N","\N","\N","Kuska wata","neutral"
"295","Chawpi yachay","Segundo Nivel de Educación Media","\N","\N","\N","Iskay kaq Pata Chawpi Yachay","neutral"
"296","Chawpihanika","Media fanega","\N","120","\N","kuskan bushel","neutral"
"297","Chawpikakuna","Medios","\N","\N","\N","Medios de comunicación nisqakuna","neutral"
"298","Chawpikuska","Semirrecta","\N","\N","\N","kuskan chiqan","neutral"
"299","Chawpikutirik","Media geométrica","\N","\N","\N","Promedio geométrico nisqa","neutral"
"300","rakina","Partir","\N","\N","\N","ripuy","neutral"
"301","Chawpina","Partir","\N","\N","\N","ripuy","neutral"
"302","Chawpipampa","Semiplano","\N","\N","\N","demiplano nisqa","neutral"
"303","Chawpisuyu","Región central","\N","\N","\N","chawpi suyu","neutral"
"304","Chawpiyak","Media aritmética","\N","\N","\N","Promedio aritmético nisqa","neutral"
"305","Chawpiyak chanikuna","Medidas de tendencia central","\N","\N","\N","Medidas de tendencia central nisqa","neutral"
"306","Chawpiyamuk","Mediana","\N","\N","\N","Mediana nisqa","neutral"
"307","Chawra","Combustible","\N","\N","\N","Gasolina","positive"
"308","Chayana","Llegar","\N","\N","\N","Chayay","negative"
"309","Chayllatak","Sinónimo","\N","\N","\N","Sinónimo","neutral"
"310","Chayman","Directo","\N","\N","\N","Suni siqi","neutral"
"311","Chayniyak","Distancia","\N","\N","\N","Karu kaynin","neutral"
"312","Chaypikana","Asistir","\N","\N","\N","Riy","neutral"
"313","Chayra","Aun","\N","\N","\N","Todavía","neutral"
"314","Chayrak","Todavia","\N","\N","\N","Chaywanpas","neutral"
"315","Chayrak ama","Todavia no","\N","\N","\N","Manaraq","neutral"
"316","Chayshinaya","Copia","\N","\N","\N","Copia","neutral"
"317","Chayshuk","Otro","\N","otra siguiente","\N","Huk","neutral"
"318","Chayshuk kawsay","Otra vida","\N","\N","\N","Huk kawsay","positive"
"319","Chaysinaya","Copia","\N","\N","\N","Copia","negative"
"320","Chaytalla","solamente","\N","\N","\N","sapallan","neutral"
"321","Chaytu","Fantasma","\N","\N","\N","Manchachi","negative"
"322","Chichuna","Fecundar","\N","\N","\N","Abono","positive"
"323","Chika","Tamaño","\N","verdad","\N","Sayay","neutral"
"324","Chikan","Diferente","\N","raro","extraño","Huk niraq","negative"
"325","Chikanchik iñu","Punto aparte","\N","\N","\N","sapaq punto","neutral"
"326","Chikanrakikyuk pakiyupaykuna","Fracciones heterogéneas","\N","\N","\N","Fracciones heterogéneas nisqakuna","neutral"
"327","Chikanyana","Diferenciar","\N","\N","\N","Diferenciar","neutral"
"328","Chikanyay","Diferente","\N","distinto","\N","Huk niraq","positive"
"329","Chikchichak","coqueto","\N","coqueta","\N","coqueto","positive"
"330","Chikchichay","coquetear","\N","coqueteo","\N","munapay","positive"
"331","Chiknina","Odiar","\N","\N","\N","Chiqniy","negative"
"332","shara","partido","\N","resquebrajado","\N","tupaq","negative"
"333","Chikta","partido","\N","resquebrajado","\N","tupaq","negative"
"334","Chiktana","Partir","\N","rajar la madera","\N","ripuy","neutral"
"335","Chilina","Naranja","\N","\N","\N","Naranja","neutral"
"336","Chillay","Miércoles","\N","\N","\N","Miercoles","neutral"
"337","CHILLAY puncha","Miércoles","\N","\N","\N","Miercoles","neutral"
"338","Chillka","Chilca","\N","\N","\N","Chilca","negative"
"339","Chimay","Descubrir una adivinanza","\N","\N","\N","huk adivinanzata tariy","positive"
"340","Chimiyana","Surgir","\N","emerger","germinar","Lluqsiy","positive"
"341","Chimlasay","Bióxido de carbono","\N","\N","\N","dióxido de carbono nisqa","neutral"
"342","Chimpamanyaypurachi","Seno","\N","\N","\N","Qasqu","neutral"
"343","Chimpamanyaypurachimuy","Cosecante","\N","\N","\N","Cosecante nisqa","neutral"
"344","Chimpamanyaypuramunchi","Cosecante","\N","\N","\N","Cosecante nisqa","neutral"
"345","Chimpamanyaypuranchi","Seno","\N","\N","\N","Qasqu","neutral"
"346","Chimpana","Cruzar","\N","\N","\N","Chinpay","neutral"
"347","Chimpanakuy","Antónimo","\N","\N","\N","Antónimo","neutral"
"348","Chimpapurachi","Relación","\N","\N","\N","Masichay","positive"
"349","Chimpapuranakuna","debatir","\N","\N","\N","debatinapaq","neutral"
"350","Chimpapuranakuy","Debate","\N","\N","\N","Rimanakuy","neutral"
"351","Chimpapuraychiy","Comparación","\N","relacionamiento","\N","Tinkuchiy","neutral"
"352","Chimpaykuchukuna","Ángulo opuesto por el vértice","\N","\N","\N","Chimpapi chimpa kuchu","neutral"
"353","Chinaku","Homosexual","\N","gay","\N","Homosexual nisqa","neutral"
"354","Chinawakra","Hembra","\N","femenino para animales","\N","Warmi","neutral"
"355","Chinchaysuyu","Norte","\N","\N","\N","Chincha","neutral"
"356","Chiniku","Minuto","\N","\N","\N","Minuto","neutral"
"357","Chinilla","Segundo","\N","\N","\N","Iskay ñiqi","negative"
"358","Chinkana","Perderse","\N","desaparecer","\N","Chinkasqa kay","negative"
"359","Chinkay","Perder","\N","\N","\N","Chinkachiy","negative"
"360","Chinlli","Desayuno","\N","\N","\N","Tutapay mikuna","positive"
"361","Chiri","Frío","\N","\N","\N","Chiri","negative"
"362","Chirikunuy","Clima","\N","\N","\N","Llapiya","neutral"
"363","Chirimuya","Chirimoya","\N","\N","\N","Manzana de natillas","neutral"
"364","Chirina","Hacer frio","\N","\N","\N","Chiri kachkan","negative"
"365","Chiriwrku","paramo","\N","\N","\N","paramo","negative"
"366","Chishi","Tarde","\N","\N","\N","Unayay","neutral"
"367","Chita","Chivo","\N","cabra","\N","Cabra","neutral"
"368","Chiwila","Piña","\N","\N","\N","Piña","neutral"
"369","Chucha","Rapoza","\N","\N","\N","rapoza","neutral"
"370","chuchi","pollo","\N","\N","\N","chiwchi","neutral"
"371","Chuchu","Seno","\N","\N","\N","Qasqu","neutral"
"372","chuhama","Nieto","\N","\N","\N","Nieto","neutral"
"373","churipakchuri","Nieto","\N","\N","\N","Nieto","neutral"
